cut_content,text,keyword1,keyword2,keyword3,similarity_score
三明 医改 后 如果 你 特别 牛 逼 那 你 就 可以 被 私立 医院 高薪 聘请 如果 你 业务 能力 一般 那 就 去 基层 一级 医院 比如 卫生院 和 社区 那些 地方 的 病人 肯定 不会 少 因为 三明 医改 以后 百分之九十 的 人 都 是 首先 只能 去 基层 看 然后 一层 一层 往 二级 三级 医院 转 最后 到 三级 医院 的 病人 就是 被 层层 筛选 过得 所以 注定 三级 医院 的 病人 会 很少 因为 等 的 起 的 病人 一 二级 就 已经 治好 了 等 不起 的 病人 要么 还 没到 三级 就 已经 没 了 要么 花钱 去 私立 了 那么 三级 医院 的 医务人员 薪资 势必会 降低 所以 提升 自身 的 业务 能力 很 重要,三明 医改 后 如果 你 特别 牛 逼 那 你 就 可以 被 私立 医院 高薪 聘请 如果 你 业务 能力 一般 那 就 去 基层 一级 医院 比如 卫生院 和 社区 那些 地方 的 病人 肯定 不会 少 因为 三明 医改 以后 百分之九十 的 人 都 是 首先 只能 去 基层 看 然后 一层 一层 往 二级 三级 医院 转 最后 到 三级 医院 的 病人 就是 被 层层 筛选 过得 所以 注定 三级 医院 的 病人 会 很少 因为 等 的 起 的 病人 一 二级 就 已经 治好 了 等 不起 的 病人 要么 还 没到 三级 就 已经 没 了 要么 花钱 去 私立 了 那么 三级 医院 的 医务人员 薪资 势必会 降低 所以 提升 自身 的 业务 能力 很 重要,马来西亚,提前退休,当头一棒,0.73076487
目前 临床 专硕 在读 从 规培到 专培 从集 采到 drg 现在 又 三明 说 实在 的 心里 拔凉拔 凉 的 [ 石化 ] [ 石化 ] [ 石化 ],目前 临床 专硕 在读 从 规培到 专培 从集 采到 drg 现在 又 三明 说 实在 的 心里 拔凉拔 凉 的 [ 石化 ] [ 石化 ] [ 石化 ],资产负债率,听天由命,冲锋在前,0.7979512
[ doge ] 中国 医疗 必将 进入 寒冬 这 是 任 谁 也 阻挡 不了 的 等 你 领到 低工资 面对 高房价 的 时候 你 就 老实 了 winter   is   coming,[ doge ] 中国 医疗 必将 进入 寒冬 这 是 任 谁 也 阻挡 不了 的 等 你 领到 低工资 面对 高房价 的 时候 你 就 老实 了 winter   is   coming,遍布全国,国际标准,国共两党,0.63260055
[ 微笑 ] 病人 有钱 也 难治病 了 以后 感觉 得花 更 多 钱 我 早 知道 不 学医 了,[ 微笑 ] 病人 有钱 也 难治病 了 以后 感觉 得花 更 多 钱 我 早 知道 不 学医 了,个人所得税,个人感觉,个人观点,0.8641024
其实 这个 对 小 医院 影响 不 大 影响 大 的 是 三甲 大 医院 如果 再 加上 外资 医院 进入 发展 好 的 医生 会往 私营 医院 跑 最后 三甲 大 医院 会 逐渐 沦落 最后 大 医院 没有 学科 带头人 小 医生 也 发展 不 起来 最后 三甲 沦落 为 县 医院 只能 开 小刀 看 小病,其实 这个 对 小 医院 影响 不 大 影响 大 的 是 三甲 大 医院 如果 再 加上 外资 医院 进入 发展 好 的 医生 会往 私营 医院 跑 最后 三甲 大 医院 会 逐渐 沦落 最后 大 医院 没有 学科 带头人 小 医生 也 发展 不 起来 最后 三甲 沦落 为 县 医院 只能 开 小刀 看 小病,功能强大,刊七大刊,从小到大,0.73601127
如果 薪资 真的 有 这么 多 倒 是 希望 赶紧 实行 本 主治医师 从来 没有 拿 超过 15 万 还是 税前 [ 笑 哭 ],如果 薪资 真的 有 这么 多 倒 是 希望 赶紧 实行 本 主治医师 从来 没有 拿 超过 15 万 还是 税前 [ 笑 哭 ],另有企图,无奇不有,深有体会,0.81761765
怎么 不 给 娱乐 小 鲜肉 实行 年薪制 呢,怎么 不 给 娱乐 小 鲜肉 实行 年薪制 呢,悬壶济世,环游世界,关系不大,0.86708003
浙江 某 普通 地级市 直 医院 心 内 主任 人才 引进 150 一年 你 让 主任医师 拿 30 一年 那全 中国 最好 的 医院 的 一帮 大佬 主任 带头 不干 医疗系统 直接 瘫痪 [ doge ],浙江 某 普通 地级市 直 医院 心 内 主任 人才 引进 150 一年 你 让 主任医师 拿 30 一年 那全 中国 最好 的 医院 的 一帮 大佬 主任 带头 不干 医疗系统 直接 瘫痪 [ doge ],功能强大,刊七大刊,悬壶济世,0.6566307
对 老百姓 是 件 坏事   有 的 人 还 没 看 懂,对 老百姓 是 件 坏事   有 的 人 还 没 看 懂,个人所得税,从业人员,技术人员,0.8664464
我 有 个 大胆 的 想法 能 不能 把 这些 搞 改革 的 砖家 开除 了 把 工资 发给 实实在在 治病救人 的 医生 身上 [ 笑 哭 ],我 有 个 大胆 的 想法 能 不能 把 这些 搞 改革 的 砖家 开除 了 把 工资 发给 实实在在 治病救人 的 医生 身上 [ 笑 哭 ],敌我矛盾,恕我直言,自我感觉,0.8492964
昨天 看到 一个 评论 说前 几年 国外 原因 发生 的 新冠 中国 医护 太强大 了 所以 要 瓦解 中国 医护 这时候 再 发动 生物战 就 没有 那么 多 医护 愿意 了 因为 太 不划算 了 [ 微笑 ],昨天 看到 一个 评论 说前 几年 国外 原因 发生 的 新冠 中国 医护 太强大 了 所以 要 瓦解 中国 医护 这时候 再 发动 生物战 就 没有 那么 多 医护 愿意 了 因为 太 不划算 了 [ 微笑 ],遍布全国,利国利民,祸国殃民,0.751261
我 只是 一个 普通 老百姓 不是 医生 评论 区 说 以后 大家 都 去 私立 医院 可 我 私立 医院 不是 很 信任 总 感觉 住个 院会 少个 器官 资本 什么 事 都 干得 出来 去 公立 可能 治不好 去 私立 有 可能 当场 就 被 噶 了,我 只是 一个 普通 老百姓 不是 医生 评论 区 说 以后 大家 都 去 私立 医院 可 我 私立 医院 不是 很 信任 总 感觉 住个 院会 少个 器官 资本 什么 事 都 干得 出来 去 公立 可能 治不好 去 私立 有 可能 当场 就 被 噶 了,据我所知,恕我直言,在我看来,0.832189
它 最好 最低 真的 有 75w 一年,它 最好 最低 真的 有 75w 一年,一无所有,无奇不有,关系不大,0.8404821
还 没 兽医 拿 的 多,还 没 兽医 拿 的 多,这样的话,总的来说,傻傻的,0.9714426
一个 临床 医生 既 要 门诊 坐诊 还要 做手术 结果 发 的 绩效 还 没有 一个 门诊 挂号 护士 发 的 多 这 合理 吗,一个 临床 医生 既 要 门诊 坐诊 还要 做手术 结果 发 的 绩效 还 没有 一个 门诊 挂号 护士 发 的 多 这 合理 吗,当头一棒,莫名其妙,唯一标准,0.8099935
收藏 了 谢谢,收藏 了 谢谢,资产负债率,柴米油盐,著作等身,1.0000002
下篇 笔记 三明 医改 工分 制 细则 欢迎 关注 [ 握手 ] [ 握手 ] [ 握手 ],下篇 笔记 三明 医改 工分 制 细则 欢迎 关注 [ 握手 ] [ 握手 ] [ 握手 ],提前退休,固定收入,卷土重来,0.8332678
卫生院 10 万涨 薪 了 [ 哇 ],卫生院 10 万涨 薪 了 [ 哇 ],现实生活,产科医生,骨科医生,0.9144689
改 吧 反正 是 年薪 一个 病号 不 收 一年 也 是 发 那些 钱 一天天 搁 医院 坐 着 熬 时间 就行了,改 吧 反正 是 年薪 一个 病号 不 收 一年 也 是 发 那些 钱 一天天 搁 医院 坐 着 熬 时间 就行了,莫名其妙,老年病,听天由命,0.76731545
降薪 这么 多 我 想 知道 平民百姓 是 看病 便宜 却 找 来 一堆 带有 情绪 的 医生 有 何用,降薪 这么 多 我 想 知道 平民百姓 是 看病 便宜 却 找 来 一堆 带有 情绪 的 医生 有 何用,敌我矛盾,自我感觉,据我所知,0.8476678
真 要 这样的话 一 早上 看 20 个 病人 估计 都 嫌多,真 要 这样的话 一 早上 看 20 个 病人 估计 都 嫌多,个人所得税,个人感觉,个人观点,0.88070476
就 这么 说 吧 图 中 的 年薪 绝对 拿 不到 就 的 做派 怎么 可能 让 医生 拿 那么 多 的 钱,就 这么 说 吧 图 中 的 年薪 绝对 拿 不到 就 的 做派 怎么 可能 让 医生 拿 那么 多 的 钱,这样的话,总的来说,制的工,0.8153548
哪个 医院 副 主任 能发 25 发 20 我 就 去,哪个 医院 副 主任 能发 25 发 20 我 就 去,在我看来,恕我直言,据我所知,0.90799224
现在 工资 降 了 百分之六十   真是 活不起 了,现在 工资 降 了 百分之六十   真是 活不起 了,忙不过来,可不可以,苦不堪言,0.8790163
如果 真 这个 工资 估计 我们 都 得 笑醒 我们 三甲 的 主任 都 没有 那么 多,如果 真 这个 工资 估计 我们 都 得 笑醒 我们 三甲 的 主任 都 没有 那么 多,自我感觉,恕我直言,据我所知,0.8727223
这种 改 法会 不会 对 病人 的 不 负责 就 医生 来说 一个 职级 的 技术水平 都 大有 不同 更 别说 其他,这种 改 法会 不会 对 病人 的 不 负责 就 医生 来说 一个 职级 的 技术水平 都 大有 不同 更 别说 其他,关系不大,无奇不有,各有不同,0.78079474
所以 明星 凭 什么 挣 那么 多钱,所以 明星 凭 什么 挣 那么 多钱,听天由命,角色定位,固定收入,0.90722895
所以 医技 放弃 省 三甲 的 高薪 忙碌 合同工 岗位 选择 市 三甲 编制 岗位 会 是 对 的 嘛 [ 哭 惹 ] [ 哭 惹 ],所以 医技 放弃 省 三甲 的 高薪 忙碌 合同工 岗位 选择 市 三甲 编制 岗位 会 是 对 的 嘛 [ 哭 惹 ] [ 哭 惹 ],就业机会,这样的话,总的来说,0.7471943
最 简单 的 难道 不是 离开 医院 换个 赛道,最 简单 的 难道 不是 离开 医院 换个 赛道,各种渠道,道听途说,胡说八道,0.90278697
我 是 一个 医学生 我 想 问 一下 各位 前辈 可不可以 先 去 公立 磨砺 手艺 然后 跳槽 去 私立 呢,我 是 一个 医学生 我 想 问 一下 各位 前辈 可不可以 先 去 公立 磨砺 手艺 然后 跳槽 去 私立 呢,自我感觉,敌我矛盾,据我所知,0.8391575
底层 的 医护 医技 利用 完 了 就 扔,底层 的 医护 医技 利用 完 了 就 扔,这样的话,总的来说,他妈的,0.9174465
讲 那么 多 最 重要 的 怎么 搞钱 你 不 说 [ 笑 哭 ],讲 那么 多 最 重要 的 怎么 搞钱 你 不 说 [ 笑 哭 ],在所不惜,为数不多,殷鉴不远,0.86964023
猥琐 发育 时间 是 金钱 [ 偷笑 ],猥琐 发育 时间 是 金钱 [ 偷笑 ],资产负债率,听天由命,无痛分娩,0.8667977
英语 还 可以 的 主治 考 出国 执医 呢 算是 一条 路 吗 国内 没 啥 家庭 负担 比如 澳洲,英语 还 可以 的 主治 考 出国 执医 呢 算是 一条 路 吗 国内 没 啥 家庭 负担 比如 澳洲,英语词汇,各种渠道,利国利民,0.8228295
确实 是 对 的 哪里 都 不好 搞钱 把 身体 精力 养好 才 是 最 正确 的,确实 是 对 的 哪里 都 不好 搞钱 把 身体 精力 养好 才 是 最 正确 的,这样的话,总的来说,他妈的,0.8723117
一 二线 大城市 已经 开放 外商独资 医院 了 以后 有 才能 的 医生 和 护士 有 出路 了,一 二线 大城市 已经 开放 外商独资 医院 了 以后 有 才能 的 医生 和 护士 有 出路 了,一无所有,入不敷出,关系不大,0.8233882
我 觉得 公立医院 我 不 离职 私立 医院 我 兼职 只要 我够 大牌 只要 我 有 精力 私立 医院 大把求 我 公立医院 我 做 公益 赚 名声 私立 医院 我 赚钱 那 一样 很 好,我 觉得 公立医院 我 不 离职 私立 医院 我 兼职 只要 我够 大牌 只要 我 有 精力 私立 医院 大把求 我 公立医院 我 做 公益 赚 名声 私立 医院 我 赚钱 那 一样 很 好,自我感觉,据我所知,在我看来,0.7884335
什么 是 三明 医改 呀 我 儿子 今年 才 考入 医科大学 [ 微笑 ],什么 是 三明 医改 呀 我 儿子 今年 才 考入 医科大学 [ 微笑 ],医科大学,功能强大,刊七大刊,0.83256674
一个 本硕博 医生 的 顶薪 比 不过 稍微 包装 一下 其实 啥 也 不 懂 的 月 嫂 可笑 [ 大笑 ],一个 本硕博 医生 的 顶薪 比 不过 稍微 包装 一下 其实 啥 也 不 懂 的 月 嫂 可笑 [ 大笑 ],功能强大,刊七大刊,关系不大,0.80914116
感觉 大部分 主任 不会 天班 反而 第一波 私立 起来 后 年轻 医师 会 是 跳槽 到 私立 的 主力军 公立医院 就 剩 老头 了 让 他们 自己 写 病历 换药 当牛马 哈哈,感觉 大部分 主任 不会 天班 反而 第一波 私立 起来 后 年轻 医师 会 是 跳槽 到 私立 的 主力军 公立医院 就 剩 老头 了 让 他们 自己 写 病历 换药 当牛马 哈哈,功能强大,医学知识,医学院校,0.7389355
他 不是 年薪制 他 是 年薪 上 限制 身为 中国 人该 不会 有人 不 明白 工资 里 上限 的 意思 吧 [ doge ],他 不是 年薪制 他 是 年薪 上 限制 身为 中国 人该 不会 有人 不 明白 工资 里 上限 的 意思 吧 [ doge ],功能强大,关系不大,悬壶济世,0.6785885
想 多 了 老头 会 牢牢 抓住 位置 不 放 寻求 多点 执业 中间层 上升 无望 寻求 跳槽 底层 因为 缺 了 中间层 被 疯狂 压榨 [ doge ] [ doge ] [ doge ],想 多 了 老头 会 牢牢 抓住 位置 不 放 寻求 多点 执业 中间层 上升 无望 寻求 跳槽 底层 因为 缺 了 中间层 被 疯狂 压榨 [ doge ] [ doge ] [ doge ],doge,资产负债率,举报电话,0.64483345
人家 制定 政策 绝对 不会 是 站 在 医生 的 角度 去 考虑 问题 的 医改 的 受益人 也 绝对 不会 是 我们 这些 一线 吗 喽,人家 制定 政策 绝对 不会 是 站 在 医生 的 角度 去 考虑 问题 的 医改 的 受益人 也 绝对 不会 是 我们 这些 一线 吗 喽,个人所得税,人浮于事,众人皆醉,0.82450515
现在 学医 没什么 红利 了 因为 红利 早 被 第一代 吃 完 了,现在 学医 没什么 红利 了 因为 红利 早 被 第一代 吃 完 了,医学院校,医学专业,医学知识,0.8889988
把 医生 年薪 定 了 画个 大饼 然后 看 拿 的 工分 和 绩效 达标 度 把 工资 往 下 扣扣 扣 上 封顶 了 但 下 不 封顶 也许 一年到头 工资 扣 完 了 也 说不定 扣 完 医生 的 收益 剩下 的 都 归 医院 上层 和 卫健委 明明 可以 明抢 还给 你 提前 画个 年薪 的 饼 高 实在 高 [ doge ],把 医生 年薪 定 了 画个 大饼 然后 看 拿 的 工分 和 绩效 达标 度 把 工资 往 下 扣扣 扣 上 封顶 了 但 下 不 封顶 也许 一年到头 工资 扣 完 了 也 说不定 扣 完 医生 的 收益 剩下 的 都 归 医院 上层 和 卫健委 明明 可以 明抢 还给 你 提前 画个 年薪 的 饼 高 实在 高 [ doge ],老年病,功能强大,悬壶济世,0.6315105
你 忘 了 多点 执业 吗 专家 不会 辞职 可以 多点 执业 [ 笑 哭 ],你 忘 了 多点 执业 吗 专家 不会 辞职 可以 多点 执业 [ 笑 哭 ],资产负债率,冲锋在前,就业机会,0.8258809
我 没想 明白 那 学生 以后 有 什么 动力 读 硕士 博士 还 需要 往大 医院 钻 么   在 基层 舒舒服服 拿 一样 的 工资 不是 性价比 更高,我 没想 明白 那 学生 以后 有 什么 动力 读 硕士 博士 还 需要 往大 医院 钻 么   在 基层 舒舒服服 拿 一样 的 工资 不是 性价比 更高,据我所知,自我感觉,恕我直言,0.80624616
医院 的 大楼 一个 比 一个 漂亮 钱 从 哪里 来 的 呢,医院 的 大楼 一个 比 一个 漂亮 钱 从 哪里 来 的 呢,这样的话,总的来说,功能强大,0.8697816
为什么 不 规定 一下 公务员 和 国企 薪资 上限,为什么 不 规定 一下 公务员 和 国企 薪资 上限,祸国殃民,利国利民,遍布全国,0.8601551
先 去 了解 一下 服务行业 的 薪资 待遇 和 上班时间 配置 你们 现在 也 分 属于 服务行业 了 只是 学历 高有 面子 受人 尊敬 [ 害羞 ] [ 害羞 ],先 去 了解 一下 服务行业 的 薪资 待遇 和 上班时间 配置 你们 现在 也 分 属于 服务行业 了 只是 学历 高有 面子 受人 尊敬 [ 害羞 ] [ 害羞 ],个人所得税,个人感觉,众人皆醉,0.77361727
每年 要 能 给我发 20 万能 把 我 美哭,每年 要 能 给我发 20 万能 把 我 美哭,在我看来,据我所知,自我感觉,0.89035535
三甲 医院 护士 一年 十万 村 卫生院 也 十万 那有 什么 搞头 都 去 基层 就 好 啦 三甲 医院 累死累活 拿 得 跟 村 卫生院 一样 谁 还要 去 大 医院 上班 呀 [ doge ],三甲 医院 护士 一年 十万 村 卫生院 也 十万 那有 什么 搞头 都 去 基层 就 好 啦 三甲 医院 累死累活 拿 得 跟 村 卫生院 一样 谁 还要 去 大 医院 上班 呀 [ doge ],悬壶济世,功能强大,环游世界,0.69251335
