cut_content,text,keyword1,keyword2,keyword3,similarity_score,processed_content,dominant_topic
读书 的 时候 说 的 是 同工同酬 多劳多得 工作 了 这个 b 样,读书 的 时候 说 的 是 同工同酬 多劳多得 工作 了 这个 b 样,这样的话,总的来说,傻傻的,0.84320074,"['读书', '说', '同工同酬', '多劳多得', '工作', 'b', '样']",0
还有 145 天 就 退休 了 再见 drg 再见 kpi,还有 145 天 就 退休 了 再见 drg 再见 kpi,另有企图,过河拆桥,听天由命,0.78227544,"['145', '天', '退休', '再见', 'drg', '再见', 'kpi']",1
这么 说 那 对于 私立 简直 不要 太 友好 了 啊 公立 不 收治 那 病人 就 只能 选 私立 了 努力 赚钱 吧 不然 药店 的 药 我 都 要 买不起 了 [ 失望 ],这么 说 那 对于 私立 简直 不要 太 友好 了 啊 公立 不 收治 那 病人 就 只能 选 私立 了 努力 赚钱 吧 不然 药店 的 药 我 都 要 买不起 了 [ 失望 ],恕我直言,在我看来,自我感觉,0.7950392,"['说', '私立', '太', '友好', '公立', '收治', '病人', '只能', '选', '私立', '努力', '赚钱', '药店', '药', '买不起', '失望']",3
想 请 三明 居民 谈谈 真实 的 就医 体验,想 请 三明 居民 谈谈 真实 的 就医 体验,悬壶济世,环游世界,角色定位,0.86587274,"['想', '请', '三明', '居民', '谈谈', '真实', '就医', '体验']",2
三明 是 福建 经济 最 发达 的 地区 吗 如果 不是 这个 三明 医改 能 好 个 锤子 本质 上 就是 极端 压减 成本 的 行为 至于 治病 那 不 重要 省钱 是 第一位,三明 是 福建 经济 最 发达 的 地区 吗 如果 不是 这个 三明 医改 能 好 个 锤子 本质 上 就是 极端 压减 成本 的 行为 至于 治病 那 不 重要 省钱 是 第一位,马来西亚,提前退休,悬壶济世,0.783949,"['三明', '福建', '经济', '发达', '地区', '三明', '医改', '锤子', '本质', '压减', '成本', '治病', '省钱', '第一位']",1
三明 医改 集采 核心 目的 是 省钱 把 你治好 并 不是 医保 的 kpi,三明 医改 集采 核心 目的 是 省钱 把 你治好 并 不是 医保 的 kpi,工资水平,收入水平,技术水平,0.79079854,"['三明', '医改', '集采', '核心', '目的', '省钱', '你治好', '医保', 'kpi']",0
凡事 看 目的 初衷 如果 是 为 省钱 说 有 再 多 好处 那 都 是,凡事 看 目的 初衷 如果 是 为 省钱 说 有 再 多 好处 那 都 是,这样的话,总的来说,深有体会,0.7972671,"['凡事', '目的', '初衷', '省钱', '说', '好处']",3
医保 一定 是 收 医院 一个 病人 医保 基金 打包 一个 费用 这个 病人 在院 期间 发费 越少 医院 节流 越多 和 医院 的 收容 病人 的 数量 和 治疗 费用 是 挂钩 的 不 可能 像 作者 说 的 这样 医院 病人 越 少 收入 越高 什么 理解,医保 一定 是 收 医院 一个 病人 医保 基金 打包 一个 费用 这个 病人 在院 期间 发费 越少 医院 节流 越多 和 医院 的 收容 病人 的 数量 和 治疗 费用 是 挂钩 的 不 可能 像 作者 说 的 这样 医院 病人 越 少 收入 越高 什么 理解,个人所得税,医护人员,物是人非,0.77038264,"['医保', '收', '医院', '病人', '医保', '基金', '打包', '费用', '病人', '在院', '期间', '发费', '越少', '医院', '节流', '越多', '医院', '收容', '病人', '数量', '治疗', '费用', '挂钩', '作者', '说', '医院', '病人', '越', '少', '收入', '越高', '理解']",0
我 想 知道 三明 医改 行政 的 奖金 会 很少 吗,我 想 知道 三明 医改 行政 的 奖金 会 很少 吗,自我感觉,据我所知,在我看来,0.86571693,"['想', '三明', '医改', '行政', '奖金']",2
这个 局 可以 破 可以 拒绝 收治 那些 复杂 危重病 人收 那些 简单 一点 的 病人 [ doge ],这个 局 可以 破 可以 拒绝 收治 那些 复杂 危重病 人收 那些 简单 一点 的 病人 [ doge ],个人所得税,普通工人,虐待老人,0.7957587,"['局', '破', '拒绝', '收治', '危重病', '人收', '简单', '一点', '病人', 'doge']",3
那 也 还是 有 很多 自费 项目 的 啊 恐怕 不是 这样 的 哦,那 也 还是 有 很多 自费 项目 的 啊 恐怕 不是 这样 的 哦,这样的话,总的来说,无奇不有,0.8514006,"['自费', '项目']",3
你们 是 技工 我们 是 服务员 太好 啦 我们 都 没有 光明 的 未来,你们 是 技工 我们 是 服务员 太好 啦 我们 都 没有 光明 的 未来,敌我矛盾,自我感觉,据我所知,0.88279384,"['技工', '服务员', '太好', '光明', '未来']",3
get   some   ice   whose   eyes,get   some   ice   whose   eyes,ice,eyes,icerainu,0.72062093,"['ice', 'eyes']",1
我们 医院 太有 前瞻性   麻醉 手术 科 一直 都 是 医技 科室 哈哈哈哈 哈哈哈哈 哈哈哈 哈哈哈,我们 医院 太有 前瞻性   麻醉 手术 科 一直 都 是 医技 科室 哈哈哈哈 哈哈哈哈 哈哈哈 哈哈哈,在我看来,敌我矛盾,据我所知,0.8672185,"['医院', '太有', '前瞻性', '麻醉', '手术', '科', '医技', '科室', '哈哈哈哈', '哈哈哈哈', '哈哈哈', '哈哈哈']",2
所以 应该 叫 什么 叫 了 十三年 麻醉师 好像 同事 也 没有 不 高兴 主要 全都 这么 叫 [ 石化 ] 但是 正规 应该 叫 什么 真心 求问,所以 应该 叫 什么 叫 了 十三年 麻醉师 好像 同事 也 没有 不 高兴 主要 全都 这么 叫 [ 石化 ] 但是 正规 应该 叫 什么 真心 求问,冲锋在前,提前退休,悬壶济世,0.7826638,"['十三年', '麻醉师', '好像', '同事', '石化', '正规', '真心', '求问']",3
不是 麻醉科 本来 就 缺人 吗 怎么 还会 这样 这样 不会 越来越 缺 吗,不是 麻醉科 本来 就 缺人 吗 怎么 还会 这样 这样 不会 越来越 缺 吗,苦不堪言,需不需要,值不值得,0.85740113,"['麻醉科', '本来', '缺人', '还会', '越来越', '缺']",1
麻子 推点 肌松 [ 偷笑 ],麻子 推点 肌松 [ 偷笑 ],领导班子,嗓子疼,这辈子,0.9463569,"['麻子', '推点', '肌松', '偷笑']",3
洗脚 的 那个 都 是 技师 这 人命关天 的 也 是 技师,洗脚 的 那个 都 是 技师 这 人命关天 的 也 是 技师,这样的话,总的来说,个人所得税,0.85320985,"['洗脚', '技师', '人命关天', '技师']",3
技师 来 加点 药 [ 偷笑 ],技师 来 加点 药 [ 偷笑 ],资产负债率,工资标准,尿路感染,0.949264,"['技师', '加点', '药', '偷笑']",1
医改 改成 医技 了 我 确实 就 一 技师 [ 黄金 薯 ],医改 改成 医技 了 我 确实 就 一 技师 [ 黄金 薯 ],敌我矛盾,在我看来,据我所知,0.8692367,"['医改', '改成', '医技', '确实', '技师', '黄金', '薯']",2
甚至 没有 人 想起 预防 医学 [ 微笑 ],甚至 没有 人 想起 预防 医学 [ 微笑 ],个人所得税,众人皆醉,个人观点,0.8740335,"['想起', '预防', '医学', '微笑']",3
是 患者 他来 了 身患 2 种病 起码 16 天能治好 医保 说 你 只能 治 1 种病 用 的 钱 只能 让 他 住 15 天 不然 罚款 扣分 吊销执照 你 怎么办 来 的 患者 越多 你 被 桶 死 的 越 快,是 患者 他来 了 身患 2 种病 起码 16 天能治好 医保 说 你 只能 治 1 种病 用 的 钱 只能 让 他 住 15 天 不然 罚款 扣分 吊销执照 你 怎么办 来 的 患者 越多 你 被 桶 死 的 越 快,资产负债率,亲朋好友,请客吃饭,0.75272524,"['患者', '他来', '身患', '种病', '起码', '16', '天能治好', '医保', '说', '只能', '治', '种病', '钱', '只能', '住', '15', '天', '罚款', '扣分', '吊销执照', '患者', '越多', '桶', '死', '越', '快']",0
同样 985 硕士 博士 人家 程序员 进厂 996 可以 拿 大 几十万 甚至 百万 以上 年薪 但 当 医生 进 医院 全年 无休 每天 查房 经常 熬夜 通宵 一年 拿个 十几万 二十万 被 全民 骂 被 郭嘉 疯狂 针对 [ doge ] 恨不得 一个月 就 给 你 开 5 千块,同样 985 硕士 博士 人家 程序员 进厂 996 可以 拿 大 几十万 甚至 百万 以上 年薪 但 当 医生 进 医院 全年 无休 每天 查房 经常 熬夜 通宵 一年 拿个 十几万 二十万 被 全民 骂 被 郭嘉 疯狂 针对 [ doge ] 恨不得 一个月 就 给 你 开 5 千块,个人所得税,与此同时,殊途同归,0.7147038,"['985', '硕士', '博士', '程序员', '进厂', '996', '几十万', '百万', '年薪', '医生', '进', '医院', '无休', '查房', '熬夜', '通宵', '一年', '拿个', '十几万', '二十万', '全民', '骂', '郭嘉', '疯狂', 'doge', '恨不得', '一个月', '开', '千块']",2
这种 话 的 含金量 就 好比 你 问 某某 专业 就业 前景 怎么样 他 回答 不管 什么 专业 只要 爬 到 顶端 不 愁 就业,这种 话 的 含金量 就 好比 你 问 某某 专业 就业 前景 怎么样 他 回答 不管 什么 专业 只要 爬 到 顶端 不 愁 就业,在所不惜,解决不了,殷鉴不远,0.8052588,"['话', '含金量', '好比', '问', '专业', '就业', '前景', '回答', '专业', '爬', '顶端', '愁', '就业']",2
看病 不 挣钱 你 还 看 么 [ doge ]   甚至 要 你 晚上 也 别 睡 呢,看病 不 挣钱 你 还 看 么 [ doge ]   甚至 要 你 晚上 也 别 睡 呢,需不需要,可不可以,好不容易,0.7563642,"['看病', '挣钱', 'doge', '晚上', '睡']",0
三明市 医院 连发 6 次 紧急 招聘 公告 招不来 人,三明市 医院 连发 6 次 紧急 招聘 公告 招不来 人,个人所得税,众人皆醉,个人感觉,0.90078676,"['三明市', '医院', '连发', '次', '紧急', '招聘', '公告', '招不来']",3
三明 医改 后 如果 你 特别 牛 逼 那 你 就 可以 被 私立 医院 高薪 聘请 如果 你 业务 能力 一般 那 就 去 基层 一级 医院 比如 卫生院 和 社区 那些 地方 的 病人 肯定 不会 少 因为 三明 医改 以后 百分之九十 的 人 都 是 首先 只能 去 基层 看 然后 一层 一层 往 二级 三级 医院 转 最后 到 三级 医院 的 病人 就是 被 层层 筛选 过得 所以 注定 三级 医院 的 病人 会 很少 因为 等 的 起 的 病人 一 二级 就 已经 治好 了 等 不起 的 病人 要么 还 没到 三级 就 已经 没 了 要么 花钱 去 私立 了 那么 三级 医院 的 医务人员 薪资 势必会 降低 所以 提升 自身 的 业务 能力 很 重要,三明 医改 后 如果 你 特别 牛 逼 那 你 就 可以 被 私立 医院 高薪 聘请 如果 你 业务 能力 一般 那 就 去 基层 一级 医院 比如 卫生院 和 社区 那些 地方 的 病人 肯定 不会 少 因为 三明 医改 以后 百分之九十 的 人 都 是 首先 只能 去 基层 看 然后 一层 一层 往 二级 三级 医院 转 最后 到 三级 医院 的 病人 就是 被 层层 筛选 过得 所以 注定 三级 医院 的 病人 会 很少 因为 等 的 起 的 病人 一 二级 就 已经 治好 了 等 不起 的 病人 要么 还 没到 三级 就 已经 没 了 要么 花钱 去 私立 了 那么 三级 医院 的 医务人员 薪资 势必会 降低 所以 提升 自身 的 业务 能力 很 重要,马来西亚,提前退休,当头一棒,0.73076487,"['三明', '医改', '特别', '牛', '逼', '私立', '医院', '高薪', '聘请', '业务', '能力', '基层', '一级', '医院', '卫生院', '社区', '地方', '病人', '肯定', '少', '三明', '医改', '百分之九十', '只能', '基层', '一层', '一层', '二级', '三级', '医院', '转', '三级', '医院', '病人', '层层', '筛选', '过得', '注定', '三级', '医院', '病人', '病人', '二级', '治好', '病人', '没到', '三级', '没', '花钱', '私立', '三级', '医院', '医务人员', '薪资', '势必会', '降低', '提升', '业务', '能力']",0
目前 临床 专硕 在读 从 规培到 专培 从集 采到 drg 现在 又 三明 说 实在 的 心里 拔凉拔 凉 的 [ 石化 ] [ 石化 ] [ 石化 ],目前 临床 专硕 在读 从 规培到 专培 从集 采到 drg 现在 又 三明 说 实在 的 心里 拔凉拔 凉 的 [ 石化 ] [ 石化 ] [ 石化 ],资产负债率,听天由命,冲锋在前,0.7979512,"['临床', '专硕', '在读', '规培到', '专培', '从集', '采到', 'drg', '三明', '说', '实在', '拔凉拔', '凉', '石化', '石化', '石化']",3
[ doge ] 中国 医疗 必将 进入 寒冬 这 是 任 谁 也 阻挡 不了 的 等 你 领到 低工资 面对 高房价 的 时候 你 就 老实 了 winter   is   coming,[ doge ] 中国 医疗 必将 进入 寒冬 这 是 任 谁 也 阻挡 不了 的 等 你 领到 低工资 面对 高房价 的 时候 你 就 老实 了 winter   is   coming,遍布全国,国际标准,国共两党,0.63260055,"['doge', '中国', '医疗', '寒冬', '阻挡', '领到', '低工资', '面对', '高房价', '老实', 'winter', 'coming']",3
[ 微笑 ] 病人 有钱 也 难治病 了 以后 感觉 得花 更 多 钱 我 早 知道 不 学医 了,[ 微笑 ] 病人 有钱 也 难治病 了 以后 感觉 得花 更 多 钱 我 早 知道 不 学医 了,个人所得税,个人感觉,个人观点,0.8641024,"['微笑', '病人', '有钱', '难治病', '感觉', '得花', '更', '钱', '早', '学医']",0
其实 这个 对 小 医院 影响 不 大 影响 大 的 是 三甲 大 医院 如果 再 加上 外资 医院 进入 发展 好 的 医生 会往 私营 医院 跑 最后 三甲 大 医院 会 逐渐 沦落 最后 大 医院 没有 学科 带头人 小 医生 也 发展 不 起来 最后 三甲 沦落 为 县 医院 只能 开 小刀 看 小病,其实 这个 对 小 医院 影响 不 大 影响 大 的 是 三甲 大 医院 如果 再 加上 外资 医院 进入 发展 好 的 医生 会往 私营 医院 跑 最后 三甲 大 医院 会 逐渐 沦落 最后 大 医院 没有 学科 带头人 小 医生 也 发展 不 起来 最后 三甲 沦落 为 县 医院 只能 开 小刀 看 小病,功能强大,刊七大刊,从小到大,0.73601127,"['医院', '影响', '影响', '三甲', '医院', '外资', '医院', '发展', '医生', '会往', '私营', '医院', '跑', '三甲', '医院', '沦落', '医院', '学科', '带头人', '医生', '发展', '三甲', '沦落', '县', '医院', '只能', '开', '小刀', '小病']",0
如果 薪资 真的 有 这么 多 倒 是 希望 赶紧 实行 本 主治医师 从来 没有 拿 超过 15 万 还是 税前 [ 笑 哭 ],如果 薪资 真的 有 这么 多 倒 是 希望 赶紧 实行 本 主治医师 从来 没有 拿 超过 15 万 还是 税前 [ 笑 哭 ],另有企图,无奇不有,深有体会,0.81761765,"['薪资', '真的', '倒', '希望', '赶紧', '实行', '主治医师', '超过', '15', '万', '税前', '笑', '哭']",2
怎么 不 给 娱乐 小 鲜肉 实行 年薪制 呢,怎么 不 给 娱乐 小 鲜肉 实行 年薪制 呢,悬壶济世,环游世界,关系不大,0.86708003,"['娱乐', '鲜肉', '实行', '年薪制']",1
浙江 某 普通 地级市 直 医院 心 内 主任 人才 引进 150 一年 你 让 主任医师 拿 30 一年 那全 中国 最好 的 医院 的 一帮 大佬 主任 带头 不干 医疗系统 直接 瘫痪 [ doge ],浙江 某 普通 地级市 直 医院 心 内 主任 人才 引进 150 一年 你 让 主任医师 拿 30 一年 那全 中国 最好 的 医院 的 一帮 大佬 主任 带头 不干 医疗系统 直接 瘫痪 [ doge ],功能强大,刊七大刊,悬壶济世,0.6566307,"['浙江', '地级市', '直', '医院', '心', '主任', '人才', '引进', '150', '一年', '主任医师', '30', '一年', '那全', '中国', '医院', '一帮', '大佬', '主任', '带头', '不干', '医疗系统', '瘫痪', 'doge']",0
