content,cleaned_content,cut_content,final_content
医保一定是收医院一个病人医保基金打包一个费用，这个病人在院期间发费越少，医院节流越多，和医院的收容病人的数量和治疗费用是挂钩的。不可能像作者说的这样，医院病人越少收入越高，什么理解。,医保一定是收医院一个病人医保基金打包一个费用这个病人在院期间发费越少医院节流越多和医院的收容病人的数量和治疗费用是挂钩的不可能像作者说的这样医院病人越少收入越高什么理解,医保 一定 是 收 医院 一个 病人 医保 基金 打包 一个 费用 这个 病人 在院 期间 发费 越少 医院 节流 越多 和 医院 的 收容 病人 的 数量 和 治疗 费用 是 挂钩 的 不 可能 像 作者 说 的 这样 医院 病人 越 少 收入 越高 什么 理解,医保收医院一个病人医保基金打包一个费用病人在院期间发费越少医院节流越多医院收容病人数量治疗费用挂钩不作者说医院病人越少收入越高理解
我想知道三明医改行政的奖金会很少吗？,我想知道三明医改行政的奖金会很少吗,我 想 知道 三明 医改 行政 的 奖金 会 很少 吗,想三明医改行政奖金会很少
这个局可以破，可以拒绝收治那些复杂危重病人，收那些简单一点的病人[doge],这个局可以破可以拒绝收治那些复杂危重病人收那些简单一点的病人[doge],这个 局 可以 破 可以 拒绝 收治 那些 复杂 危重病 人收 那些 简单 一点 的 病人 [ doge ],局破拒绝收治危重病人收简单一点病人[doge]
那也还是有很多自费项目的啊，恐怕不是这样的哦,那也还是有很多自费项目的啊恐怕不是这样的哦,那 也 还是 有 很多 自费 项目 的 啊 恐怕 不是 这样 的 哦,很多自费项目恐怕
你们是技工，我们是服务员，太好啦我们都没有光明的未来,你们是技工我们是服务员太好啦我们都没有光明的未来,你们 是 技工 我们 是 服务员 太好 啦 我们 都 没有 光明 的 未来,技工服务员太好都光明未来
get some ice ， whose eyes？,get some ice whose eyes,get   some   ice   whose   eyes,getsomeicewhoseeyes
我们医院太有前瞻性 麻醉手术科一直都是医技科室哈哈哈哈哈哈哈哈哈哈哈哈哈哈,我们医院太有前瞻性 麻醉手术科一直都是医技科室哈哈哈哈哈哈哈哈哈哈哈哈哈哈,我们 医院 太有 前瞻性   麻醉 手术 科 一直 都 是 医技 科室 哈哈哈哈 哈哈哈哈 哈哈哈 哈哈哈,医院太有前瞻性麻醉手术科都医技科室哈哈哈哈哈哈哈哈哈哈哈哈哈哈
所以应该叫什么。。。叫了十三年麻醉师，好像同事也没有不高兴。。。主要全都这么叫[石化R]但是，正规应该叫什么。。真心求问。,所以应该叫什么叫了十三年麻醉师好像同事也没有不高兴主要全都这么叫[石化]但是正规应该叫什么真心求问,所以 应该 叫 什么 叫 了 十三年 麻醉师 好像 同事 也 没有 不 高兴 主要 全都 这么 叫 [ 石化 ] 但是 正规 应该 叫 什么 真心 求问,十三年麻醉师好像同事不全都[石化]正规真心求问
？不是麻醉科本来就缺人吗，怎么还会这样，这样不会越来越缺吗,不是麻醉科本来就缺人吗怎么还会这样这样不会越来越缺吗,不是 麻醉科 本来 就 缺人 吗 怎么 还会 这样 这样 不会 越来越 缺 吗,麻醉科本来缺人还会越来越缺
麻子推点肌松[偷笑R],麻子推点肌松[偷笑],麻子 推点 肌松 [ 偷笑 ],麻子推点肌松[偷笑]
洗脚的那个都是技师，这人命关天的也是技师？,洗脚的那个都是技师这人命关天的也是技师,洗脚 的 那个 都 是 技师 这 人命关天 的 也 是 技师,洗脚都技师人命关天技师
技师来加点药[偷笑R],技师来加点药[偷笑],技师 来 加点 药 [ 偷笑 ],技师加点药[偷笑]
医改改成医技了，我确实就一技师[黄金薯R],医改改成医技了我确实就一技师[黄金薯],医改 改成 医技 了 我 确实 就 一 技师 [ 黄金 薯 ],医改改成医技确实技师[黄金薯]
甚至没有人想起预防医学[微笑R],甚至没有人想起预防医学[微笑],甚至 没有 人 想起 预防 医学 [ 微笑 ],人想起预防医学[微笑]
是，患者他来了，身患2种病，起码16天能治好，医保说你只能治1种病，用的钱只能让他住15天，不然罚款扣分吊销执照，你怎么办？来的患者越多你被桶死的越快,是患者他来了身患2种病起码16天能治好医保说你只能治1种病用的钱只能让他住15天不然罚款扣分吊销执照你怎么办来的患者越多你被桶死的越快,是 患者 他来 了 身患 2 种病 起码 16 天能治好 医保 说 你 只能 治 1 种病 用 的 钱 只能 让 他 住 15 天 不然 罚款 扣分 吊销执照 你 怎么办 来 的 患者 越多 你 被 桶 死 的 越 快,患者他来身患2种病起码16天能治好医保说只能治1种病钱只能住15天罚款扣分吊销执照患者越多桶死越快
同样985硕士博士，人家程序员进厂996可以拿大几十万甚至百万以上年薪，但当医生进医院全年无休每天查房经常熬夜通宵，一年拿个十几万二十万被全民骂被郭嘉疯狂针对[doge]恨不得一个月就给你开5千块。,同样985硕士博士人家程序员进厂996可以拿大几十万甚至百万以上年薪但当医生进医院全年无休每天查房经常熬夜通宵一年拿个十几万二十万被全民骂被郭嘉疯狂针对[doge]恨不得一个月就给你开5千块,同样 985 硕士 博士 人家 程序员 进厂 996 可以 拿 大 几十万 甚至 百万 以上 年薪 但 当 医生 进 医院 全年 无休 每天 查房 经常 熬夜 通宵 一年 拿个 十几万 二十万 被 全民 骂 被 郭嘉 疯狂 针对 [ doge ] 恨不得 一个月 就 给 你 开 5 千块,985硕士博士程序员进厂996大几十万百万年薪医生进医院全年无休查房熬夜通宵一年拿个十几万二十万全民骂郭嘉疯狂针对[doge]恨不得一个月开5千块
这种话的含金量就好比，你问某某专业就业前景怎么样，他回答“不管什么专业只要爬到顶端不愁就业”,这种话的含金量就好比你问某某专业就业前景怎么样他回答不管什么专业只要爬到顶端不愁就业,这种 话 的 含金量 就 好比 你 问 某某 专业 就业 前景 怎么样 他 回答 不管 什么 专业 只要 爬 到 顶端 不 愁 就业,话含金量好比问某某专业就业前景回答专业爬顶端不愁就业
看病不挣钱你还看么？[doge]   甚至要你晚上也别睡呢,看病不挣钱你还看么[doge] 甚至要你晚上也别睡呢,看病 不 挣钱 你 还 看 么 [ doge ]   甚至 要 你 晚上 也 别 睡 呢,看病不挣钱还看[doge]晚上睡
三明市医院连发6次紧急招聘公告，招不来人。。。,三明市医院连发6次紧急招聘公告招不来人,三明市 医院 连发 6 次 紧急 招聘 公告 招不来 人,三明市医院连发6次紧急招聘公告招不来人
三明医改后如果你特别牛逼，那你就可以被私立医院高薪聘请，如果你业务能力一般那就去基层一级医院，比如卫生院和社区那些地方的病人肯定不会少，因为三明医改以后，百分之九十的人都是首先只能去基层看，然后一层一层往二级三级医院转，最后到三级医院的病人就是被层层筛选过得，所以注定三级医院的病人会很少，因为等的起的病人一二级就已经治好了，等不起的病人要么还没到三级就已经没了，要么花钱去私立了，那么三级医院的医务人员薪资势必会降低。所以提升自身的业务能力很重要,三明医改后如果你特别牛逼那你就可以被私立医院高薪聘请如果你业务能力一般那就去基层一级医院比如卫生院和社区那些地方的病人肯定不会少因为三明医改以后百分之九十的人都是首先只能去基层看然后一层一层往二级三级医院转最后到三级医院的病人就是被层层筛选过得所以注定三级医院的病人会很少因为等的起的病人一二级就已经治好了等不起的病人要么还没到三级就已经没了要么花钱去私立了那么三级医院的医务人员薪资势必会降低所以提升自身的业务能力很重要,三明 医改 后 如果 你 特别 牛 逼 那 你 就 可以 被 私立 医院 高薪 聘请 如果 你 业务 能力 一般 那 就 去 基层 一级 医院 比如 卫生院 和 社区 那些 地方 的 病人 肯定 不会 少 因为 三明 医改 以后 百分之九十 的 人 都 是 首先 只能 去 基层 看 然后 一层 一层 往 二级 三级 医院 转 最后 到 三级 医院 的 病人 就是 被 层层 筛选 过得 所以 注定 三级 医院 的 病人 会 很少 因为 等 的 起 的 病人 一 二级 就 已经 治好 了 等 不起 的 病人 要么 还 没到 三级 就 已经 没 了 要么 花钱 去 私立 了 那么 三级 医院 的 医务人员 薪资 势必会 降低 所以 提升 自身 的 业务 能力 很 重要,三明医改后特别牛逼私立医院高薪聘请业务能力去基层一级医院卫生院社区地方病人肯定少三明医改百分之九十人都只能去基层看一层一层二级三级医院转三级医院病人层层筛选过得注定三级医院病人会很少病人二级治好不起病人还没到三级没花钱去私立三级医院医务人员薪资势必会降低提升业务能力很
目前临床专硕在读，从规培到专培，从集采到DRG，现在又三明，说实在的心里拔凉拔凉的[石化R][石化R][石化R],目前临床专硕在读从规培到专培从集采到drg现在又三明说实在的心里拔凉拔凉的[石化][石化][石化],目前 临床 专硕 在读 从 规培到 专培 从集 采到 drg 现在 又 三明 说 实在 的 心里 拔凉拔 凉 的 [ 石化 ] [ 石化 ] [ 石化 ],临床专硕在读规培到专培从集采到drg三明说实在拔凉拔凉[石化][石化][石化]
[doge]中国医疗必将进入寒冬，这是任谁也阻挡不了的，等你领到低工资面对高房价的时候你就老实了。Winter is coming.,[doge]中国医疗必将进入寒冬这是任谁也阻挡不了的等你领到低工资面对高房价的时候你就老实了winter is coming,[ doge ] 中国 医疗 必将 进入 寒冬 这 是 任 谁 也 阻挡 不了 的 等 你 领到 低工资 面对 高房价 的 时候 你 就 老实 了 winter   is   coming,[doge]中国医疗必将寒冬阻挡不了领到低工资面对高房价老实winteriscoming
[微笑R]病人有钱也难治病了以后感觉，得花更多钱。我早知道不学医了,[微笑]病人有钱也难治病了以后感觉得花更多钱我早知道不学医了,[ 微笑 ] 病人 有钱 也 难治病 了 以后 感觉 得花 更 多 钱 我 早 知道 不 学医 了,[微笑]病人有钱难治病感觉得花更钱早不学医
其实这个对小医院影响不大，影响大的是三甲大医院！如果再加上外资医院进入发展，好的医生会往私营医院跑！最后三甲大医院会逐渐沦落！最后大医院没有学科带头人，小医生也发展不起来！最后三甲沦落为县医院，只能开小刀，看小病！,其实这个对小医院影响不大影响大的是三甲大医院如果再加上外资医院进入发展好的医生会往私营医院跑最后三甲大医院会逐渐沦落最后大医院没有学科带头人小医生也发展不起来最后三甲沦落为县医院只能开小刀看小病,其实 这个 对 小 医院 影响 不 大 影响 大 的 是 三甲 大 医院 如果 再 加上 外资 医院 进入 发展 好 的 医生 会往 私营 医院 跑 最后 三甲 大 医院 会 逐渐 沦落 最后 大 医院 没有 学科 带头人 小 医生 也 发展 不 起来 最后 三甲 沦落 为 县 医院 只能 开 小刀 看 小病,小医院影响不大影响大三甲大医院再加上外资医院发展好医生会往私营医院跑三甲大医院会沦落大医院学科带头人小医生发展不三甲沦落县医院只能开小刀看小病
